"id","Postcode","Latitude","Longitude","Easting","Northing","GridRef","District","Ward","DistrictCode","WardCode","Country","CountyCode","Constituency","TypeArea"
4518,"AB12 3GL",57.096982,-2.076644,395455,800669,"NJ954006","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4519,"AB12 3GN",57.097979,-2.078148,395364,800780,"NJ953007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4520,"AB12 3GP",57.097791,-2.076051,395491,800759,"NJ954007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4521,"AB12 3GQ",57.088795,-2.106954,393617,799760,"NO936997","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4522,"AB12 3GR",57.116564,-2.079673,395274,802849,"NJ952028","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4523,"AB12 3GS",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4524,"AB12 3GT",57.099201,-2.077837,395383,800916,"NJ953009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4525,"AB12 3GU",57.103633,-2.086446,394862,801410,"NJ948014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4526,"AB12 3GW",57.089821,-2.104202,393784,799874,"NO937998","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4527,"AB12 3GX",57.117606,-2.064037,396221,802964,"NJ962029","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4528,"AB12 3GY",57.108064,-2.095057,394341,801904,"NJ943019","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4529,"AB12 3GZ",57.123807,-2.088013,394770,803656,"NJ947036","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4530,"AB12 3HB",57.126359,-2.088019,394770,803940,"NJ947039","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4531,"AB12 3HD",57.104248,-2.080208,395240,801478,"NJ952014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4532,"AB12 3HE",57.104163,-2.085787,394902,801469,"NJ949014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4533,"AB12 3HF",57.105287,-2.084188,394999,801594,"NJ949015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4534,"AB12 3HG",57.105225,-2.08229,395114,801587,"NJ951015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4535,"AB12 3HH",57.104183,-2.082618,395094,801471,"NJ950014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4536,"AB12 3HJ",57.104997,-2.087984,394769,801562,"NJ947015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4537,"AB12 3HL",57.126806,-2.090134,394642,803990,"NJ946039","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4538,"AB12 3HN",57.125648,-2.088694,394729,803861,"NJ947038","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4539,"AB12 3HP",57.124652,-2.08818,394760,803750,"NJ947037","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4540,"AB12 3HQ",57.124311,-2.087221,394818,803712,"NJ948037","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4541,"AB12 3HR",57.124176,-2.087237,394817,803697,"NJ948036","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4542,"AB12 3HS",57.126079,-2.089422,394685,803909,"NJ946039","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4543,"AB12 3HT",57.121771,-2.069049,395918,803428,"NJ959034","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4544,"AB12 3HU",57.113717,-2.077669,395395,802532,"NJ953025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4545,"AB12 3HW",57.10577,-2.086996,394829,801648,"NJ948016","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4546,"AB12 3HX",57.118537,-2.08478,394965,803069,"NJ949030","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4547,"AB12 3HY",57.106362,-2.088879,394715,801714,"NJ947017","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4548,"AB12 3HZ",57.102101,-2.078734,395329,801239,"NJ953012","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4549,"AB12 3JA",57.116961,-2.089466,394681,802894,"NJ946028","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4550,"AB12 3JB",57.117914,-2.089287,394692,803000,"NJ946030","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4551,"AB12 3JD",57.116322,-2.091446,394561,802823,"NJ945028","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4552,"AB12 3JE",57.10599,-2.080806,395204,801672,"NJ952016","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4553,"AB12 3JF",57.113924,-2.091077,394583,802556,"NJ945025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4554,"AB12 3JG",57.109033,-2.095836,394294,802012,"NJ942020","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4555,"AB12 3JH",57.107051,-2.079075,395309,801790,"NJ953017","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4556,"AB12 3JJ",57.115252,-2.093425,394441,802704,"NJ944027","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4557,"AB12 3JL",57.117041,-2.091448,394561,802903,"NJ945029","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4558,"AB12 3JN",57.115557,-2.094003,394406,802738,"NJ944027","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4559,"AB12 3JP",57.113811,-2.097945,394167,802544,"NJ941025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4560,"AB12 3JQ",57.11509,-2.092978,394468,802686,"NJ944026","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4561,"AB12 3JR",57.114031,-2.091457,394560,802568,"NJ945025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4562,"AB12 3JS",57.114974,-2.092037,394525,802673,"NJ945026","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4563,"AB12 3JT",57.11662,-2.089911,394654,802856,"NJ946028","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4564,"AB12 3JU",57.11599,-2.090471,394620,802786,"NJ946027","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4565,"AB12 3JW",57.107276,-2.077622,395397,801815,"NJ953018","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4566,"AB12 3JX",57.116144,-2.088506,394739,802803,"NJ947028","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4567,"AB12 3JY",57.105856,-2.078874,395321,801657,"NJ953016","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4568,"AB12 3JZ",57.118696,-2.073733,395634,803086,"NJ956030","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4569,"AB12 3LA",57.099821,-2.07726,395418,800985,"NJ954009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4570,"AB12 3LB",57.117762,-2.087073,394826,802983,"NJ948029","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4571,"AB12 3LD",57.113869,-2.092926,394471,802550,"NJ944025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4572,"AB12 3LE",57.115459,-2.07863,395337,802726,"NJ953027","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4573,"AB12 3LF",57.109413,-2.080087,395248,802053,"NJ952020","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4574,"AB12 3LG",57.114126,-2.083928,395016,802578,"NJ950025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4575,"AB12 3LH",57.112237,-2.074727,395573,802367,"NJ955023","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4576,"AB12 3LJ",57.103552,-2.098298,394144,801402,"NJ941014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4577,"AB12 3LL",57.099446,-2.110451,393407,800946,"NJ934009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4578,"AB12 3LN",57.095597,-2.104861,393745,800517,"NJ937005","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4579,"AB12 3LP",57.091404,-2.11282,393262,800051,"NJ932000","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4580,"AB12 3LQ",57.124821,-2.09074,394605,803769,"NJ946037","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4581,"AB12 3LR",57.093187,-2.083468,395041,800247,"NJ950002","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4582,"AB12 3LS",57.105696,-2.077339,395414,801639,"NJ954016","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4583,"AB12 3LT",57.131962,-2.060659,396427,804562,"NJ964045","Aberdeen City","Torry/Ferryhill"," S12000033","S13002487","Scotland","S99999999","Aberdeen South","Large urban area"
4584,"AB12 3LU",57.116154,-2.073794,395630,802803,"NJ956028","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4585,"AB12 3LW",57.117089,-2.072012,395738,802907,"NJ957029","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4586,"AB12 3LX",57.114156,-2.093273,394450,802582,"NJ944025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4587,"AB12 3LY",57.113896,-2.078891,395321,802552,"NJ953025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4588,"AB12 3LZ",57.107372,-2.083219,395058,801826,"NJ950018","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4589,"AB12 3NA",57.098752,-2.077076,395429,800866,"NJ954008","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4590,"AB12 3NB",57.099353,-2.078365,395351,800933,"NJ953009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4591,"AB12 3ND",57.099012,-2.078381,395350,800895,"NJ953008","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4592,"AB12 3NE",57.097719,-2.077355,395412,800751,"NJ954007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4593,"AB12 3NF",57.107543,-2.08147,395164,801845,"NJ951018","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4594,"AB12 3NG",57.1066,-2.082161,395122,801740,"NJ951017","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4595,"AB12 3NH",57.106365,-2.083613,395034,801714,"NJ950017","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4596,"AB12 3NJ",57.098482,-2.078033,395371,800836,"NJ953008","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4597,"AB12 3NL",57.0977,-2.078956,395315,800749,"NJ953007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4598,"AB12 3NN",57.098266,-2.078907,395318,800812,"NJ953008","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4599,"AB12 3NP",57.097721,-2.074186,395604,800751,"NJ956007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4600,"AB12 3NQ",57.104563,-2.078376,395351,801513,"NJ953015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4601,"AB12 3NR",57.102038,-2.080054,395249,801232,"NJ952012","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4602,"AB12 3NS",57.100268,-2.079786,395265,801035,"NJ952010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4603,"AB12 3NT",57.09866,-2.079899,395258,800856,"NJ952008","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4604,"AB12 3NU",57.100538,-2.079407,395288,801065,"NJ952010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4605,"AB12 3NW",57.106043,-2.081615,395155,801678,"NJ951016","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4606,"AB12 3NX",57.098766,-2.083183,395059,800868,"NJ950008","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4607,"AB12 3NY",57.100222,-2.081437,395165,801030,"NJ951010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4608,"AB12 3NZ",57.099817,-2.082723,395087,800985,"NJ950009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4609,"AB12 3PA",57.100439,-2.080332,395232,801054,"NJ952010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4610,"AB12 3PB",57.101237,-2.082793,395083,801143,"NJ950011","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4611,"AB12 3PD",57.10157,-2.080862,395200,801180,"NJ952011","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4612,"AB12 3PE",57.100815,-2.081042,395189,801096,"NJ951010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4613,"AB12 3PF",57.100959,-2.081901,395137,801112,"NJ951011","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4614,"AB12 3PG",57.110314,-2.075516,395525,802153,"NJ955021","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4615,"AB12 3PH",57.101645,-2.089611,394670,801189,"NJ946011","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4616,"AB12 3PJ",57.101541,-2.083487,395041,801177,"NJ950011","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4617,"AB12 3PL",57.101893,-2.081919,395136,801216,"NJ951012","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4618,"AB12 3PN",57.102226,-2.080566,395218,801253,"NJ952012","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4619,"AB12 3PP",57.103214,-2.080948,395195,801363,"NJ951013","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4620,"AB12 3PQ",57.102827,-2.081954,395134,801320,"NJ951013","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4621,"AB12 3PR",57.101392,-2.07865,395334,801160,"NJ953011","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4622,"AB12 3PS",57.100449,-2.077608,395397,801055,"NJ953010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4623,"AB12 3PT",57.102136,-2.081342,395171,801243,"NJ951012","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4624,"AB12 3PU",57.102122,-2.088308,394749,801242,"NJ947012","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4625,"AB12 3PW",57.10064,-2.087892,394774,801077,"NJ947010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4626,"AB12 3PX",57.100624,-2.085795,394901,801075,"NJ949010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4627,"AB12 3PY",57.100686,-2.086637,394850,801082,"NJ948010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4628,"AB12 3PZ",57.10023,-2.082757,395085,801031,"NJ950010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4629,"AB12 3QA",57.11526,-2.081932,395137,802704,"NJ951027","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4630,"AB12 3QB",57.095503,-2.098854,394109,800506,"NJ941005","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4631,"AB12 3QD",57.095637,-2.099498,394070,800521,"NJ940005","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4632,"AB12 3QE",57.095791,-2.097551,394188,800538,"NJ941005","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4633,"AB12 3QF",57.096842,-2.097537,394189,800655,"NJ941006","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4634,"AB12 3QG",57.095924,-2.100357,394018,800553,"NJ940005","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4635,"AB12 3QH",57.12517,-2.092095,394523,803808,"NJ945038","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4636,"AB12 3QJ",57.093981,-2.103075,393853,800337,"NJ938003","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4637,"AB12 3QL",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4638,"AB12 3QN",57.096563,-2.085472,394920,800623,"NJ949006","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4639,"AB12 3QP",57.096422,-2.081874,395138,800607,"NJ951006","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4640,"AB12 3QQ",57.094313,-2.104132,393789,800374,"NJ937003","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4641,"AB12 3QR",57.097114,-2.082123,395123,800684,"NJ951006","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4642,"AB12 3QS",57.098102,-2.081663,395151,800794,"NJ951007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4643,"AB12 3QT",57.097878,-2.080375,395229,800769,"NJ952007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4644,"AB12 3QU",57.095131,-2.10321,393845,800465,"NJ938004","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4645,"AB12 3QW",57.11004,-2.095905,394290,802124,"NJ942021","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4646,"AB12 3QX",57.09567,-2.102733,393874,800525,"NJ938005","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4647,"AB12 3QY",57.113697,-2.080955,395196,802530,"NJ951025","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4648,"AB12 3QZ",57.065627,-2.125901,392464,797183,"NO924971","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible small town"
4649,"AB12 3RA",57.095985,-2.102668,393878,800560,"NJ938005","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4650,"AB12 3RB",57.116626,-2.080961,395196,802856,"NJ951028","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4651,"AB12 3RD",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4652,"AB12 3RE",57.096938,-2.101664,393939,800666,"NJ939006","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4653,"AB12 3RF",57.097091,-2.100311,394021,800683,"NJ940006","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4654,"AB12 3RG",57.094153,-2.102019,393917,800356,"NJ939003","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4655,"AB12 3RH",57.099868,-2.086635,394850,800991,"NJ948009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4656,"AB12 3RJ",57.12662,-2.086417,394867,803969,"NJ948039","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4657,"AB12 3RL",57.068011,-2.102722,393870,797446,"NO938974","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4658,"AB12 3RN",57.069238,-2.107327,393591,797583,"NO935975","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4659,"AB12 3RP",57.068773,-2.105313,393713,797531,"NO937975","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4660,"AB12 3RQ",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4661,"AB12 3RR",57.06863,-2.104439,393766,797515,"NO937975","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4662,"AB12 3RS",57.069194,-2.106288,393654,797578,"NO936975","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4663,"AB12 3RT",57.068675,-2.103466,393825,797520,"NO938975","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4664,"AB12 3RU",57.099142,-2.084752,394964,800910,"NJ949009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4665,"AB12 3RW",57.099114,-2.085825,394899,800907,"NJ948009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4666,"AB12 3RX",57.099168,-2.086947,394831,800913,"NJ948009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4667,"AB12 3RY",57.094513,-2.101063,393975,800396,"NJ939003","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4668,"AB12 3RZ",57.115381,-2.07442,395592,802717,"NJ955027","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4669,"AB12 3SA",57.103907,-2.091696,394544,801441,"NJ945014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
